,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,157.32774615314287,205.7370119075998,205.2529192500553,88726.96027205263,6414333.173878299,0,7581.401247268728,0,0
1,181.74407969169616,204.37493619372083,202.1118505435184,779674.8856104009,5762307.84853499,0,78196.39733051685,0,0
2,191.87886798891728,205.71600021625662,202.94857377078876,1482893.9390695868,5083261.748565527,0,145135.06619296502,0,0
3,198.8101786110717,208.12644398892658,205.3315643755701,2179568.9592580386,4408423.600777308,0,207150.91844267235,0,0
4,204.82451888955217,211.29773068846288,208.70844596889867,2865294.759095098,3739380.245793319,0,274089.60678681685,0,0
5,210.10151878043766,214.65309245335362,212.37730561689565,3547939.3608144284,3082740.214959058,0,337976.3625370969,0,0
6,215.82504122878402,218.7218329213616,216.98375790581503,4220922.822342422,2435680.5534377797,0,399249.2120505187,0,0
7,221.6169406977079,222.86752513823768,221.9921160298668,4886821.54956196,1798642.8989588583,0,457417.79445679014,0,0
8,227.83021904717674,226.44011030002974,227.55219729774734,5535888.592353404,1183279.9859438608,0,511120.3696175472,0,0
9,234.8760894653489,226.71412195660068,234.0598927144741,6151641.479776495,588897.1762882593,0,568986.3083105426,0,0
10,242.59537745323206,217.44533017431493,242.3438769804429,6705759.517551606,59676.896607047165,0,618694.8634708569,0,0
