,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,33.316750275416844,33.700786534930785,33.69694617233564,34362.240158109125,3357991.7290925495,1.7134279483254005,10600.214691363533,0,0
1,33.55069281799867,33.562222407245315,33.56106944832065,356928.43551041506,3035692.5418526707,120.51063757429905,115040.44567844394,0,0
2,33.45259654210499,32.993244038843365,33.085114539495684,713767.9513573563,2688643.2552353954,563.0095372031707,264731.9782707839,0,0
3,33.40413863263348,32.49626115597131,32.76862439896996,1072932.6919958293,2334866.823310889,1487.637228309397,397679.58097757614,0,0
4,33.27877423369416,31.997170175515784,32.50981179878713,1432360.9268772332,1982069.1192030066,2398.684594135393,507585.2315790886,0,0
5,33.14736285575353,31.872656831318103,32.51000984353582,1783106.4754772277,1640974.2187044902,2480.2680869958235,648524.6693648797,0,0
6,33.15856686203429,31.76120834018779,32.599623453295685,2134674.56013908,1302036.6591538712,3280.450153548583,785091.4076361866,0,0
7,33.247895103276456,31.55682213596834,32.74057321308402,2477379.3468919643,970851.1779082333,4208.9920472575,868160.0513431055,0,0
8,33.19117493822199,31.27966423096534,32.80887279677066,2810363.9416307593,645473.3920406288,4285.196619943545,972927.5879841851,0,0
9,33.16230481313005,31.04720793381873,32.950795125198916,3136227.9784824825,323081.2440166157,4909.293406139145,1118258.619495583,0,0
10,33.11311756399107,30.774662325578117,33.08973301160693,3425741.726065493,32259.305456766848,5270.646428981979,1262470.996226986,0,0
