,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,26.05562588332654,26.876639847193367,26.868429707554693,2453.27348842309,323213.928460105,3.4557374357119384e-08,763.9848289407485,6.779306363379066e-08,0
1,26.22259400527545,26.82312720643757,26.763073886321354,25070.81625510249,293920.86976271274,2.388167256491312e-06,8345.623617022444,4.685125231165083e-06,0
2,26.25289412982964,26.608986363041073,26.53776791639878,50067.12807495941,260746.46807987418,6.457771171220577e-07,17462.537926962093,1.267158609897929e-06,0
3,26.120284693721423,26.235457068767946,26.200905356253987,75080.1612065675,228776.8216174891,1.218756137951766e-06,25686.33215664035,2.391927304924917e-06,0
4,26.02172586697304,26.012821768803928,26.016383408071572,98793.7444020981,196328.59094844892,1.6490971060125053e-07,34635.160867111495,3.2369843896698675e-07,0
5,25.891752727135394,25.75427164041521,25.8230121837753,122565.15210087919,164015.98424258514,4.1685887507418026e-08,43369.700198772596,8.184629920362723e-08,0
6,25.68899783000864,25.267677164851477,25.520469563945774,147397.36054881042,131205.03279025204,1.9830305182766972e-07,52192.642280579166,3.894223783951633e-07,0
7,25.50028395153588,24.85942092606815,25.30802504389556,171216.85510048727,99126.56990629953,5.651485711177718e-06,60702.49393277378,1.1102290111363357e-05,0
8,25.34737360766373,24.62808392477935,25.20351567108685,194959.8072621404,64814.97783629175,2.0651118788800288e-07,70224.10026978228,4.0580947540789545e-07,0
9,25.230189402842047,24.590028586486646,25.166173321206507,219553.63174725932,32101.2256952291,1.063278450630483e-07,78253.50299423287,2.0919195884334877e-07,0
10,25.124171677494687,24.43348247010069,25.117264785420748,241342.68005884712,3240.741709802203,2.127832035836073e-07,84093.26551787017,19.19415311942027,0
