,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,5.697973217771757,5.734719013877376,5.73435155591632,95571.17249662189,9318484.87487153,0,0.0,0,0
1,5.7417273382535905,5.7432949260221715,5.743138167245314,972321.6663287672,8431417.960115604,0,0.0,0,0
2,5.75219139181286,5.728220307918481,5.733014524697357,1966083.5562147335,7452983.853414355,0,0.0,0,0
3,5.744458682094042,5.694965831440353,5.70981368663646,2956654.9783191043,6497044.957623649,0,0.0,0,0
4,5.7354202263534155,5.6695119953042665,5.695875287723926,3960997.3965701605,5541478.810622739,0,0.0,0,0
5,5.715379498311188,5.634975709321363,5.675177603816276,4960654.07688784,4588931.620278513,0,0.0,0,0
6,5.679311864506525,5.57227814085948,5.636498375047709,5953723.344053867,3650598.4854071084,0,0.0,0,0
7,5.639182319936415,5.510741214033372,5.600649988165501,6933312.711128729,2728751.5186781567,0,0.0,0,0
8,5.594085365224204,5.455274906847997,5.566323273548964,7890651.825333662,1810379.3209020628,0,0.0,0,0
9,5.537492492893289,5.387101107831635,5.522453354387124,8829746.249675097,900397.7100665756,0,0.0,0,0
10,5.476883693406819,5.308870098549443,5.475203557458245,9660506.079852425,90000.80402311766,0,0.0,0,0
