,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,39.098170747305794,40.966362145240076,40.96449395384214,213.84747479276024,184297.89710718638,8.776051779236644e-10,30.049451880558212,2.043235874037424e-09,0
1,40.193632595567955,41.09481915163763,41.004700496030665,19227.710146920792,165398.71702780828,1.9019881798012248e-08,3004.9451876155513,4.491804064037929e-08,0
2,40.801512675412425,41.26036523785995,41.16859472537045,39354.8321285271,145960.72408854973,7.254202545449074e-09,6009.890374398459,1.74560252382835e-08,0
3,41.367078746679084,41.568127653597024,41.50781298152164,58472.48441556789,126357.8014619026,5.8029081770472365e-09,9014.835561366797,1.4284420913739137e-08,0
4,41.7296175900993,41.92132619172844,41.84464275107678,76630.48437961878,107391.74381131152,1.0178198523143679e-08,12019.780748892465,2.6117309054166904e-08,0
5,42.06562975945806,42.276562385119824,42.17109607228895,93985.3359766656,90004.21601845739,2.6839176880477424e-08,15024.725935632598,7.439654343061811e-08,0
6,42.38953788132337,42.54287831253374,42.45087405380752,112602.64879135741,71248.79586315852,4.718917050116527e-09,17787.49211981678,1.6829546896379016e-08,0
7,42.889314726112495,42.87943320606747,42.88635027009899,130638.01113815689,54168.14328752611,1.9446200593812175e-08,19292.083685752943,1.8691721815927322e-07,0
8,43.5602753362761,42.12624533684148,43.27346933638917,147743.17120862473,36555.3782753436,1.1965265147921127e-08,20312.755132030165,1119.1226667353374,0
9,44.29447742677253,40.70917678649953,43.93594736274524,164766.0721850402,18229.795766287596,5.530418838435739e-09,21200.845206483973,3138.9645095167934,0
10,45.01596763537124,38.80709501023711,45.00975876274611,181625.09019366527,188.77776503807203,1.9171176992387457e-08,19553.71774128367,5686.925738880984,0
