,Net,A,V,W,type,obj,t,RG,n,g
0,EMA_mid,258,74,1113,system-centric,236964.71902028634,84.11464662300006,0.5770300766905151,,
1,EMA_mid,258,74,1113,user-centric,189781.1646867471,82.59700969199992,0.04217918561806774,,
2,EMA_mid,258,74,1113,CARS2-LP,217358.22481914028,0.10074210166931152,,2.0,3.0
3,EMA_mid,258,74,1113,CARS2-QP,188071.875098815,0.1637890338897705,,2.0,3.0
4,EMA_mid,258,74,1113,CARS3-LP,194848.54082171616,0.11180996894836426,,3.0,3.0
5,EMA_mid,258,74,1113,CARS3-QP,184406.1228309362,0.23456692695617676,,3.0,3.0
6,EMA_mid,258,74,1113,CARS4-LP,183715.45978267546,0.1739192008972168,,4.0,3.0
7,EMA_mid,258,74,1113,CARS4-QP,180857.80521963205,0.26691102981567383,,4.0,3.0
8,EMA_mid,258,74,1113,CARS5-LP,182414.46152970917,0.21154379844665527,,5.0,3.0
9,EMA_mid,258,74,1113,CARS5-QP,180366.40794217397,0.3230249881744385,,5.0,3.0
10,EMA_mid,258,74,1113,CARS6-LP,182852.0920166313,0.2191298007965088,,6.0,3.0
11,EMA_mid,258,74,1113,CARS6-QP,180114.7939770166,0.3029959201812744,,6.0,3.0
12,EMA_mid,258,74,1113,CARS7-LP,181391.15155928105,0.2227029800415039,,7.0,3.0
13,EMA_mid,258,74,1113,CARS7-QP,179771.3569712967,0.2877228260040283,,7.0,3.0
