,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,20494.96685348048,21907.516201167466,21893.3907076906,118.36039557202744,15301.996884160593,0,30.10381375000202,0,0
1,20918.91657032026,22026.198605639747,21915.4704021078,1199.1733938258044,13935.297658368096,0,311.1967664494431,0,0
2,21314.84569869727,22133.406381004246,21969.694244542854,2399.8592020984297,12348.6408661155,0,646.8303202899729,0,0
3,21751.775215805956,22076.758117346482,21979.263246884322,3655.5249438822216,10768.455789547332,0,969.6482736620096,0,0
4,22048.47653459754,21919.099660543878,21970.850410165338,4927.877284223217,9178.12544243073,0,1291.2475517413902,0,0
5,22186.75891779951,21746.377275767434,21966.56809678347,6175.73380370246,7606.395974134552,0,1610.2131256271778,0,0
6,22271.69809720739,21502.88479053455,21964.172774538252,7424.54014943647,6051.304888984832,0,1934.0777382071715,0,0
7,22276.56086182323,21191.738147080236,21951.114047400333,8657.82139436619,4522.877137418409,0,2244.555709041229,0,0
8,22157.47996019165,20962.01659999984,21918.387288153284,9876.110306402597,3021.3587002209906,0,2551.8170998733426,0,0
9,22041.23759162033,20750.596527782178,21912.173485236515,11105.414244396088,1508.4617029986239,0,2859.2116805518485,0,0
10,21907.521851204707,20494.946257671843,21893.396095269378,12192.069827940657,148.46418122763893,0,3109.927084315899,0,0
