,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,39.150502179729315,51.55062259115737,51.53822247074595,44.23380800057867,52851.438930848926,3.777324751417592e-09,4.537460046038757,6.614186715447403
1,39.266302746982575,44.96827334376869,44.39807628409008,4600.415799967716,46041.7530292363,1.5562122107758578e-07,173.3810505174042,671.0572714993921
2,37.856810717642944,39.533653568574564,39.198284998388246,8550.759195910756,39988.49231299217,4.24997159438136e-08,412.7972058539238,1852.2886678446712
3,36.773720937546514,35.03404394420845,35.555947042209866,12674.867510296628,34746.617412443804,3.2808663366841893e-07,626.0975690712906,2807.296298103901
4,35.47523134381312,32.393338918929096,33.62609588888271,16552.753160818953,29445.566609463596,3.268049264999501e-07,873.1521618117929,3822.4901365959054
5,34.38516552886244,29.645872877625752,32.0155192032441,20520.705110305604,24228.62437932465,1.4653676902394323e-07,935.4001642312203,4945.840842617933
6,33.28555452383205,27.241835041344753,30.86806673083713,24624.15486244094,19274.401761700057,5.437053304409624e-07,936.7448584684328,5855.7104295829195
7,32.305884245881735,25.71844490261116,30.329652442900564,28543.424255897815,14396.03048007732,1.0019077732602452e-06,1031.0134267463309,6772.956223545228
8,31.38588467715959,23.82358607494069,29.873424956715812,32508.429804611278,9574.482671694144,3.8084509697804245e-07,1152.0453909019702,7565.838747501855
9,30.487952815163503,22.419538751664795,29.681111408813628,36509.2124796412,4786.926713914403,2.8878882576653084e-07,1282.7057507490642,8320.197551295203
10,29.628559248103347,21.311685995217246,29.620242374850466,40640.876948695855,48.905905529816145,7.390275082920255e-07,1441.3086168388083,8893.303399484535
