,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,15.48090609590623,16.068144892595,16.062272504628115,207284.72205374658,19937651.6473071,0,0.0,0,0
1,15.796053546732207,16.042312602710833,16.01768669711297,2125609.630046382,18031800.876181107,0,0.0,0,0
2,15.870667272708426,15.941505553493467,15.927337897336463,4305425.571885316,15904262.606675403,0,0.0,0,0
3,15.836580171818564,15.791353143110946,15.804921251723233,6455382.307073415,13837670.580282746,0,0.0,0,0
4,15.744371308753909,15.617128604148196,15.66802568599048,8600948.105672646,11786089.073094493,0,0.0,0,0
5,15.633353742128246,15.430642556502848,15.531998149315546,10746796.823830504,9756736.171256157,0,0.0,0,0
6,15.515727481047282,15.24186018712493,15.406180563478344,12839717.76880259,7763761.193576361,0,0.0,0,0
7,15.406218018544253,15.082193162620603,15.309010561767156,14903940.242822321,5782844.893147602,0,0.0,0,0
8,15.26881581903649,14.90794227111611,15.196641109452415,16991159.13504124,3805903.973307348,0,0.0,0,0
9,15.111270453151542,14.723023936528616,15.072445801489248,19036073.103201218,1874711.3126505008,0,0.0,0,0
10,14.905382393911967,14.430799880835806,14.900636568781206,20800586.249936685,183449.2672860695,0,0.0,0,0
